ASV_original,ASV_updated,ASV_genus,ASV_species,ASV_culture,ASV_seqrun,Culture_collection,ASV_ID,SSU_kingdom,SSU_phylum,SSU_class,SSU_order,SSU_family,SSU_genus,SSU_species,SSU_Consensus,ITS_kingdom,ITS_phylum,ITS_class,ITS_order,ITS_family,ITS_genus,ITS_species,ITS_Consensus,fg_confidence,ft_primary_lifestyle,ft_secondary_lifestyle,LSU_phylum,LSU_family,LSU_genus,SSU_primer_success,ITS_primer_success,LSU_primer_align_success,method_LSU
Diversispora_spurca_P3-bc1059-1392-s56_STFP_ASV2599,Diversispora_spurca_P3-bc1059-1392-s56_STFP_ASV2599_CCAMF,Diversispora,spurca,P3-bc1059-1392-s56,STFP,CCAMF,ASV2599,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_spurca_P3-bc1059-1392-s84_STFP_ASV2598,Diversispora_spurca_P3-bc1059-1392-s84_STFP_ASV2598_CCAMF,Diversispora,spurca,P3-bc1059-1392-s84,STFP,CCAMF,ASV2598,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_varaderana_P3-bc1060-513-s1610_STFP_ASV2039,Diversispora_varaderana_P3-bc1060-513-s1610_STFP_ASV2039_CCAMF,Diversispora,varaderana,P3-bc1060-513-s1610,STFP,CCAMF,ASV2039,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00062,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_varaderana_P3-bc1060-513-s20_STFP_ASV2570,Diversispora_varaderana_P3-bc1060-513-s20_STFP_ASV2570_CCAMF,Diversispora,varaderana,P3-bc1060-513-s20,STFP,CCAMF,ASV2570,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00062,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_varaderana_P3-bc1060-513-s21_STFP_ASV2568,Diversispora_varaderana_P3-bc1060-513-s21_STFP_ASV2568_CCAMF,Diversispora,varaderana,P3-bc1060-513-s21,STFP,CCAMF,ASV2568,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00062,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_varaderana_P3-bc1060-513-s26_STFP_ASV2034,Diversispora_varaderana_P3-bc1060-513-s26_STFP_ASV2034_CCAMF,Diversispora,varaderana,P3-bc1060-513-s26,STFP,CCAMF,ASV2034,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00062,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_varaderana_P3-bc1060-513-s30_STFP_ASV2569,Diversispora_varaderana_P3-bc1060-513-s30_STFP_ASV2569_CCAMF,Diversispora,varaderana,P3-bc1060-513-s30,STFP,CCAMF,ASV2569,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00062,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_varaderana_P3-bc1060-513-s56_STFP_ASV2564,Diversispora_varaderana_P3-bc1060-513-s56_STFP_ASV2564_CCAMF,Diversispora,varaderana,P3-bc1060-513-s56,STFP,CCAMF,ASV2564,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00062,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Dominikia_duoreactiva_P3-bc1062-1141-s21_STFP_ASV2080,Dominikia_duoreactiva_P3-bc1062-1141-s21_STFP_ASV2080_CCAMF,Dominikia,duoreactiva,P3-bc1062-1141-s21,STFP,CCAMF,ASV2080,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00153,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Dominikiaceae,Dominikia,yes,yes,yes,primer
Dominikia_duoreactiva_P3-bc1062-1141-s469_STFP_ASV2398,Dominikia_duoreactiva_P3-bc1062-1141-s469_STFP_ASV2398_CCAMF,Dominikia,duoreactiva,P3-bc1062-1141-s469,STFP,CCAMF,ASV2398,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00153,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,NA,0.6,Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Dominikiaceae,Dominikia,yes,yes,yes,primer
Dominikia_duoreactiva_P3-bc1062-1141-s8_STFP_ASV2400,Dominikia_duoreactiva_P3-bc1062-1141-s8_STFP_ASV2400_CCAMF,Dominikia,duoreactiva,P3-bc1062-1141-s8,STFP,CCAMF,ASV2400,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00153,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,NA,0.6,Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Dominikiaceae,Dominikia,yes,yes,yes,primer
Dominikia_duoreactiva_P3-bc1062-1141-s9_STFP_ASV2402,Dominikia_duoreactiva_P3-bc1062-1141-s9_STFP_ASV2402_CCAMF,Dominikia,duoreactiva,P3-bc1062-1141-s9,STFP,CCAMF,ASV2402,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00153,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,NA,0.7,Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Dominikiaceae,Dominikia,yes,yes,yes,primer
Glomus_rugosae_P3-bc1063-1132-s266_STFP_ASV2004,Glomus_rugosae_P3-bc1063-1132-s266_STFP_ASV2004_CCAMF,Glomus,rugosae,P3-bc1063-1132-s266,STFP,CCAMF,ASV2004,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1063-1132-s2787_STFP_ASV2044,Glomus_rugosae_P3-bc1063-1132-s2787_STFP_ASV2044_CCAMF,Glomus,rugosae,P3-bc1063-1132-s2787,STFP,CCAMF,ASV2044,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1063-1132-s377_STFP_ASV2041,Glomus_rugosae_P3-bc1063-1132-s377_STFP_ASV2041_CCAMF,Glomus,rugosae,P3-bc1063-1132-s377,STFP,CCAMF,ASV2041,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1063-1132-s380_STFP_ASV2372,Glomus_rugosae_P3-bc1063-1132-s380_STFP_ASV2372_CCAMF,Glomus,rugosae,P3-bc1063-1132-s380,STFP,CCAMF,ASV2372,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1063-1132-s444_STFP_ASV2083,Glomus_rugosae_P3-bc1063-1132-s444_STFP_ASV2083_CCAMF,Glomus,rugosae,P3-bc1063-1132-s444,STFP,CCAMF,ASV2083,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1063-1132-s63_STFP_ASV2377,Glomus_rugosae_P3-bc1063-1132-s63_STFP_ASV2377_CCAMF,Glomus,rugosae,P3-bc1063-1132-s63,STFP,CCAMF,ASV2377,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1063-1132-s67_STFP_ASV2374,Glomus_rugosae_P3-bc1063-1132-s67_STFP_ASV2374_CCAMF,Glomus,rugosae,P3-bc1063-1132-s67,STFP,CCAMF,ASV2374,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1063-1132-s68_STFP_ASV2380,Glomus_rugosae_P3-bc1063-1132-s68_STFP_ASV2380_CCAMF,Glomus,rugosae,P3-bc1063-1132-s68,STFP,CCAMF,ASV2380,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,macrocarpum,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1063-1132-s71_STFP_ASV2379,Glomus_rugosae_P3-bc1063-1132-s71_STFP_ASV2379_CCAMF,Glomus,rugosae,P3-bc1063-1132-s71,STFP,CCAMF,ASV2379,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1064-146-s119_STFP_ASV2041,Glomus_rugosae_P3-bc1064-146-s119_STFP_ASV2041_CCAMF,Glomus,rugosae,P3-bc1064-146-s119,STFP,CCAMF,ASV2041,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1064-146-s133_STFP_ASV2382,Glomus_rugosae_P3-bc1064-146-s133_STFP_ASV2382_CCAMF,Glomus,rugosae,P3-bc1064-146-s133,STFP,CCAMF,ASV2382,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1064-146-s192_STFP_ASV2083,Glomus_rugosae_P3-bc1064-146-s192_STFP_ASV2083_CCAMF,Glomus,rugosae,P3-bc1064-146-s192,STFP,CCAMF,ASV2083,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1064-146-s253_STFP_ASV2044,Glomus_rugosae_P3-bc1064-146-s253_STFP_ASV2044_CCAMF,Glomus,rugosae,P3-bc1064-146-s253,STFP,CCAMF,ASV2044,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1064-146-s35_STFP_ASV2383,Glomus_rugosae_P3-bc1064-146-s35_STFP_ASV2383_CCAMF,Glomus,rugosae,P3-bc1064-146-s35,STFP,CCAMF,ASV2383,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,macrocarpum,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1064-146-s38_STFP_ASV2376,Glomus_rugosae_P3-bc1064-146-s38_STFP_ASV2376_CCAMF,Glomus,rugosae,P3-bc1064-146-s38,STFP,CCAMF,ASV2376,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1064-146-s39_STFP_ASV2378,Glomus_rugosae_P3-bc1064-146-s39_STFP_ASV2378_CCAMF,Glomus,rugosae,P3-bc1064-146-s39,STFP,CCAMF,ASV2378,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1064-146-s41_STFP_ASV2389,Glomus_rugosae_P3-bc1064-146-s41_STFP_ASV2389_CCAMF,Glomus,rugosae,P3-bc1064-146-s41,STFP,CCAMF,ASV2389,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1064-146-s57_STFP_ASV2388,Glomus_rugosae_P3-bc1064-146-s57_STFP_ASV2388_CCAMF,Glomus,rugosae,P3-bc1064-146-s57,STFP,CCAMF,ASV2388,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1065-1419-s1474_STFP_ASV2067,Glomus_rugosae_P3-bc1065-1419-s1474_STFP_ASV2067_CCAMF,Glomus,rugosae,P3-bc1065-1419-s1474,STFP,CCAMF,ASV2067,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1065-1419-s194_STFP_ASV2046,Glomus_rugosae_P3-bc1065-1419-s194_STFP_ASV2046_CCAMF,Glomus,rugosae,P3-bc1065-1419-s194,STFP,CCAMF,ASV2046,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1065-1419-s3331_STFP_ASV2395,Glomus_rugosae_P3-bc1065-1419-s3331_STFP_ASV2395_CCAMF,Glomus,rugosae,P3-bc1065-1419-s3331,STFP,CCAMF,ASV2395,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1065-1419-s3513_STFP_ASV2038,Glomus_rugosae_P3-bc1065-1419-s3513_STFP_ASV2038_CCAMF,Glomus,rugosae,P3-bc1065-1419-s3513,STFP,CCAMF,ASV2038,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1066-1128-s191_STFP_ASV2017,Glomus_rugosae_P3-bc1066-1128-s191_STFP_ASV2017_CCAMF,Glomus,rugosae,P3-bc1066-1128-s191,STFP,CCAMF,ASV2017,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,macrocarpum,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1066-1128-s47_STFP_ASV2071,Glomus_rugosae_P3-bc1066-1128-s47_STFP_ASV2071_CCAMF,Glomus,rugosae,P3-bc1066-1128-s47,STFP,CCAMF,ASV2071,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1066-1128-s77_STFP_ASV2099,Glomus_rugosae_P3-bc1066-1128-s77_STFP_ASV2099_CCAMF,Glomus,rugosae,P3-bc1066-1128-s77,STFP,CCAMF,ASV2099,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Paraglomus_sp._P3-bc1067-1569-s202_STFP_ASV2671,Paraglomus_sp._P3-bc1067-1569-s202_STFP_ASV2671_CCAMF,Paraglomus,sp.,P3-bc1067-1569-s202,STFP,CCAMF,ASV2671,Fungi,Mucoromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,VTX00239,0.8,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Paraglomeraceae,Paraglomus,yes,yes,yes,primer
Paraglomus_sp._P3-bc1067-1569-s221_STFP_ASV2668,Paraglomus_sp._P3-bc1067-1569-s221_STFP_ASV2668_CCAMF,Paraglomus,sp.,P3-bc1067-1569-s221,STFP,CCAMF,ASV2668,Fungi,Mucoromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,VTX00239,0.8,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,brasilianum,0.556,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Paraglomeraceae,Paraglomus,yes,yes,yes,primer
Paraglomus_sp._P3-bc1067-1569-s276_STFP_ASV2666,Paraglomus_sp._P3-bc1067-1569-s276_STFP_ASV2666_CCAMF,Paraglomus,sp.,P3-bc1067-1569-s276,STFP,CCAMF,ASV2666,Fungi,Mucoromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,VTX00239,0.8,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,brasilianum,0.556,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Paraglomeraceae,Paraglomus,yes,yes,yes,primer
Paraglomus_sp._P3-bc1067-1569-s286_STFP_ASV2670,Paraglomus_sp._P3-bc1067-1569-s286_STFP_ASV2670_CCAMF,Paraglomus,sp.,P3-bc1067-1569-s286,STFP,CCAMF,ASV2670,Fungi,Mucoromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,VTX00239,0.8,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Paraglomeraceae,Paraglomus,yes,yes,yes,primer
Paraglomus_sp._P3-bc1067-1569-s290_STFP_ASV2667,Paraglomus_sp._P3-bc1067-1569-s290_STFP_ASV2667_CCAMF,Paraglomus,sp.,P3-bc1067-1569-s290,STFP,CCAMF,ASV2667,Fungi,Mucoromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,VTX00239,0.8,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Paraglomeraceae,Paraglomus,yes,yes,yes,primer
Paraglomus_sp._P3-bc1067-1569-s490_STFP_ASV2037,Paraglomus_sp._P3-bc1067-1569-s490_STFP_ASV2037_CCAMF,Paraglomus,sp.,P3-bc1067-1569-s490,STFP,CCAMF,ASV2037,Fungi,Mucoromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,VTX00239,0.8,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Paraglomeraceae,Paraglomus,yes,yes,yes,primer
Paraglomus_sp._P3-bc1067-1569-s554_STFP_ASV2664,Paraglomus_sp._P3-bc1067-1569-s554_STFP_ASV2664_CCAMF,Paraglomus,sp.,P3-bc1067-1569-s554,STFP,CCAMF,ASV2664,Fungi,Mucoromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,VTX00239,0.8,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,brasilianum,0.556,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Paraglomeraceae,Paraglomus,yes,yes,yes,primer
Paraglomus_sp._P3-bc1067-1569-s7043_STFP_ASV2023,Paraglomus_sp._P3-bc1067-1569-s7043_STFP_ASV2023_CCAMF,Paraglomus,sp.,P3-bc1067-1569-s7043,STFP,CCAMF,ASV2023,Fungi,Mucoromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,VTX00239,0.8,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,brasilianum,0.556,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Paraglomeraceae,Paraglomus,yes,yes,yes,primer
Paraglomus_sp._P3-bc1067-1569-s870_STFP_ASV2669,Paraglomus_sp._P3-bc1067-1569-s870_STFP_ASV2669_CCAMF,Paraglomus,sp.,P3-bc1067-1569-s870,STFP,CCAMF,ASV2669,Fungi,Mucoromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,VTX00239,0.8,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Paraglomeraceae,Paraglomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1068-1438-s232_STFP_ASV2046,Glomus_rugosae_P3-bc1068-1438-s232_STFP_ASV2046_CCAMF,Glomus,rugosae,P3-bc1068-1438-s232,STFP,CCAMF,ASV2046,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1068-1438-s2648_STFP_ASV2067,Glomus_rugosae_P3-bc1068-1438-s2648_STFP_ASV2067_CCAMF,Glomus,rugosae,P3-bc1068-1438-s2648,STFP,CCAMF,ASV2067,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1068-1438-s3346_STFP_ASV2394,Glomus_rugosae_P3-bc1068-1438-s3346_STFP_ASV2394_CCAMF,Glomus,rugosae,P3-bc1068-1438-s3346,STFP,CCAMF,ASV2394,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
